reviewTitle	reviewText	reviewRating	reviewDate
722	Great price on filters	So I usually buy my filters at Lowes, but when I went in they were out of stock and I could not even find a place for them anymore. This was not the first time they were out of stock on what I needed. I decided to see what I could find on Amazon and these came up near the top of my search. I had to do the math since I usually buy a 3 pack and they were cheaper than the ones I usually buy. I got them and put one right in and it has been working great. These are actually better built than the ones I was buying so I am very happy. Definitely a good deal if you can wait a couple days. I will be back for more.	5.0 out of 5 stars	on March 27, 2017
723	Five Stars	Great quality at a reasonable price.	5.0 out of 5 stars	on March 27, 2017
724	Who knew a furnace filter could feel so good?	Needs met!  Cleaner air, able to change these out easily, and inexpensively.  Lovin' that Filtrete feelin'!	5.0 out of 5 stars	on March 26, 2017
725	Five Stars	fast shipping just what i wanted	5.0 out of 5 stars	on March 26, 2017
726	Five Stars	Great deal on these! Top quality	5.0 out of 5 stars	on March 26, 2017
727	Five Stars	just what we needed	5.0 out of 5 stars	on March 24, 2017
728	Five Stars	good	5.0 out of 5 stars	on March 23, 2017
729	Five Stars	Fast delivery and great price	5.0 out of 5 stars	on March 22, 2017
730	You get what you pay for	I read other reviews that warned that these were cheap. I ordered them anyway.Boy, are they cheap. And flimsy. We live in the desert & have a ton of DUST. As I was unpacking them from the box, I noticed that they only capture 50% of dust, compared with the other (more expensive) styles. Had I looked carefully at the pictures of the filters, and zoomed in to see the specs closely, I wouldn't have purchased them in the first place.I returned these, and purchased an allergen reducing style.	1.0 out of 5 stars	on March 22, 2017
731	Five Stars	good	5.0 out of 5 stars	on March 21, 2017
732	seems to filter just fine.	Fits well, seems to filter just fine.	5.0 out of 5 stars	on March 20, 2017
733	Five Stars	Great value	5.0 out of 5 stars	on March 19, 2017
734	Five Stars	Very good. Like it.	5.0 out of 5 stars	on March 18, 2017
735	Five Stars	good price, quality	5.0 out of 5 stars	on March 17, 2017
736	The cardboard frame bends and kinks making it impossible to ...	The cardboard frame bends and  kinks making it impossible to insert filter properly.	2.0 out of 5 stars	on March 16, 2017
737	Five Stars	Great fit and great price.	5.0 out of 5 stars	on March 16, 2017
738	Five Stars	Good prIce	5.0 out of 5 stars	on March 15, 2017
739	Four Stars	Good filter for the money	4.0 out of 5 stars	on March 14, 2017
740	Four Stars	They filter....	4.0 out of 5 stars	on March 14, 2017
741	Four Stars	Good value on a hard to find size filter.	4.0 out of 5 stars	on March 14, 2017
742	not well wrapped	were as stated but one was crushed in shipping	4.0 out of 5 stars	on March 13, 2017
743	Five Stars	Great product	5.0 out of 5 stars	on March 11, 2017
744	Works very well in a dusty environment	Works very well in a dusty environment surrounded by a lot of residential construction and new home starts.  The Nest also gives a quick reminder to swap these out as we've all forgot at times.  The bulk packaging and buy was helpful as well.	5.0 out of 5 stars	on March 11, 2017
745	Good enough!	Good enough filter...I have to fight it out of my furnace when it's time to change but I think that is more my furnace than the filter. I have a large house & therefore an awesome fan on my furnace, just wish I could find a filter that could withstand it, but this Filtrete works better than the last brand I used.	4.0 out of 5 stars	on March 10, 2017
746	Well made, quality brand	Needed something with good airflow, wanted to save wear and tear on my aging furnace, but still wanted it to do a good job cleaning the air. This filter does the job.	5.0 out of 5 stars	on March 10, 2017
747	Decent, but not so easy to install.	Very tricky to install in my furnace. It kept going wonky as I was sliding it in, and did not want to stay in the groove that it was supposed to be in. I finally got it right, but I don't look forward to having to change it.This might be unfair, because possibly this is a user error since I am a newbie, and possibly I just have a really challenging old furnace. I can't say. But the plastic-framed filter that came in my furnace went in and out of that groove a bit easier.	3.0 out of 5 stars	on March 9, 2017
748	Five Stars	nice	5.0 out of 5 stars	on March 8, 2017
749	Five Stars	Perfect fit :-)	5.0 out of 5 stars	on March 7, 2017
750	Great buy	great buy compared to Lowes and Home Depot	5.0 out of 5 stars	on March 7, 2017
751	Five Stars	Good value	5.0 out of 5 stars	on March 6, 2017
752	Does not easily fit as ones bought from Walmart	Does not easily fit as ones bought from Walmart, they seem a tad bit too large had to work to install	3.0 out of 5 stars	on March 3, 2017
753	For work... it worked.	For work ... it worked.	5.0 out of 5 stars	on February 27, 2017
754	Works great.	Work as advertised and doesn't restrict airflow much at all.	5.0 out of 5 stars	on February 27, 2017
755	Not bad for the price	Not bad for the price, I was a little disappointed, found that some of the filter material was not glued correctly. I had better expectations coming from 3m.	3.0 out of 5 stars	on February 26, 2017
756	Decent bargain	Fair price for the package.	4.0 out of 5 stars	on February 25, 2017
757	bye bye home depot	These are high quality filters that get the job done. Shipping was awesome. No more big box stores for me!	5.0 out of 5 stars	on February 25, 2017
758	Furnace Filters	The price was more cost-effective than buying these at my local Lowe's or Home Depot.	5.0 out of 5 stars	on February 22, 2017
759	Great value for a quality product	Really good product and the price was fantastic!	5.0 out of 5 stars	on February 22, 2017
760	3M Brand Quality Shipped Quickly	High quality brand and arrived in great condition.	5.0 out of 5 stars	on February 20, 2017
761	Worked like a charm	I order the wrong size so I cut the extra 4 inches i needed from another filter to fully cover the space. Worked like a charm.	5.0 out of 5 stars	on February 17, 2017
762	Four Stars	bought in bulk.	4.0 out of 5 stars	on February 16, 2017
763	Five Stars	Works great.	5.0 out of 5 stars	on February 16, 2017
764	Great Product	Package arrived in good time. Filters were all in great condition and work great!	5.0 out of 5 stars	on February 16, 2017
765	Great product	Works as intended	5.0 out of 5 stars	on February 15, 2017
766	Five Stars	AWESOME PRODUCT AND AMAZON ALWAYS ON PAR!!!	5.0 out of 5 stars	on February 13, 2017
767	Nice filters	Good price on a hard to find size filter. Better quality then big box places carry for this size.	5.0 out of 5 stars	on February 11, 2017
768	Clean Air and Clean Furnace & At a Great Price	Great filters and much less expensive than buying them at a big-box retail store.	5.0 out of 5 stars	on February 10, 2017
769	Five Stars	Great for allergy prevention. Captures all sorts of stuff. Highly recommended.	5.0 out of 5 stars	on February 7, 2017
770	good quality	have bought this brand before.  never disappointed	5.0 out of 5 stars	on February 6, 2017
771	They filter dust but don't make the furnace overwork like the "allergen" types	They are furnace filters.  Not much more to say.  They filter dust but don't make the furnace overwork like the "allergen" types.	5.0 out of 5 stars	on February 5, 2017
772	Makes a big difference in dust and house odor level	It is so much easier to order this product than try to locate.  The quality is much better than you find at most stores.  I could tell the difference within two weeks in the amount of dust on surfaces. I don't dust nearly as often.  I keep my furnace fan on the time and these filters were great in reducing house odors.  I'll keep ordering this product!	5.0 out of 5 stars	on February 5, 2017
773	Two Stars	Doesn't fit without fussing and forcing	2.0 out of 5 stars	on February 3, 2017
774	Five Stars	like them	5.0 out of 5 stars	on February 2, 2017
775	Five Stars	Came with so many, I'm just grateful.	5.0 out of 5 stars	on February 2, 2017
776	Five Stars	as expected.	5.0 out of 5 stars	on January 31, 2017
777	This is a good deal, compared to store bought.	Good quality filters.	5.0 out of 5 stars	on January 31, 2017
778	Working well after 1 year of use.	Works, lower MERV allows for less wear/tear on my furnace blower.I feel like this filter level is a good compromise between filtering out contaminates while not putting too much strain on the blower.Note: We do not have anyone in our house with severe pet or plant allergies.	4.0 out of 5 stars	on January 25, 2017
779	Convenient	Simple to order. Quick to deliver! Work as advertised. Very pleased and will be ordering again.	5.0 out of 5 stars	on January 21, 2017
780	Clean Air	ust what i wanted at a very good price.	5.0 out of 5 stars	on January 19, 2017
781	Five Stars	Work great!!	5.0 out of 5 stars	on January 19, 2017
782	Don't Know got for someone I else	Don't Know got for someone I else	4.0 out of 5 stars	on January 19, 2017
783	These are terrific. I have noticed less dust on my furniture ...	These are terrific.  I have noticed less dust on my furniture too.	5.0 out of 5 stars	on January 17, 2017
784	Five Stars	Basic pleated filter.	5.0 out of 5 stars	on January 15, 2017
785	Five Stars	Great product for a good price	5.0 out of 5 stars	on January 15, 2017
786	The multipath is great to keep next to our furnace and makes changing ...	The multipath is great to keep next to our furnace and makes changing it easy. Remembering is the hard part!	4.0 out of 5 stars	on January 12, 2017
787	Flimsy and poorly made.	I bought these a while ago and have used them alternating with the ones from my furnace man. So far, I am on my 3rd filter and am using it temporarily until I can get to the local hardware store and pick up some better quality filters. The first one flexed and I thought it was defective. The second one actually bent and was sucked partially into the inlet and I had to struggle to get it out. I do not recommend these at all and will be tossing the rest out.	1.0 out of 5 stars	on January 11, 2017
788	Five Stars	great	5.0 out of 5 stars	on January 11, 2017
789	Good cheap filters.	Good cheap filters.	5.0 out of 5 stars	on January 7, 2017
790	The Walmart ones fit better! I thought going with 3M	They fit tight! Have to bend them to get them to fit! The Walmart ones fit better! I thought going with 3M, they would fit perfect, but, NOT!	3.0 out of 5 stars	on January 6, 2017
791	Five Stars	Good quality, recommend it.	5.0 out of 5 stars	on January 6, 2017
792	Five Stars	Works in my furnace	5.0 out of 5 stars	on January 5, 2017
793	Five Stars	No issues!	5.0 out of 5 stars	on January 3, 2017
794	so easy to order six months at a time for my	Delivered as advertised, so easy to order six months at a time for my home	5.0 out of 5 stars	on January 3, 2017
795	Three Stars	little expensive	3.0 out of 5 stars	on January 3, 2017
796	Not for me	Either the filter is not true to size or my AC is not true to size. Either way, I had to bend the frame to make it fit	2.0 out of 5 stars	on January 2, 2017
797	Five Stars	Perfect	5.0 out of 5 stars	on January 2, 2017
798	Good filters	Good filters, performs as advertised	4.0 out of 5 stars	on January 2, 2017
799	Terrible.	I can't understand why the reviews are so high for these filters. Such horrible quality. These literally last about a week, if that. I'd also add that while using these I've had more dust build up than usual on ceiling fans and areas near ceiling vents. I'd say it's because these filters do nothing. Don't waste your money.	1.0 out of 5 stars	on December 31, 2016
